truck_id,cargo_id,origin,destination,distance_km,truck_type,total_capacity_tons,available_capacity_tons,cargo_type,cargo_weight_tons,truck_departure_hour,cargo_pickup_hour,time_gap_hours,route_similarity,capacity_fit,driver_rating,on_time_rate,cancel_rate,route_deviation_rate,price_per_km_ton,quoted_price_inr,successful_match
T10871,C21771,Bengaluru,Hyderabad,570,Tata 407,4.14,2.85,Furniture,0.93,22,23,0.25,0.893,1.0,4.42,0.841,0.134,0.022,1.21,639,0
T10872,C21772,Delhi,Bengaluru,2150,32FT,15.42,7.48,Furniture,6.59,17,18,1.02,0.842,1.0,3.59,0.778,0.009,0.036,1.02,14498,0
T10873,C21773,Ahmedabad,Mumbai,530,40FT,24.05,12.19,Industrial Goods,4.11,19,17,0.29,0.885,1.0,4.04,0.706,0.125,0.037,0.99,2148,1
T10874,C21774,Pune,Mumbai,150,20FT,8.54,3.79,E-commerce Parcels,1.28,9,5,3.54,1.0,1.0,4.72,0.88,0.047,0.025,1.38,267,0
T10875,C21775,Hyderabad,Bengaluru,570,40FT,21.52,9.25,E-commerce Parcels,2.32,10,11,1.28,0.943,1.0,4.8,0.984,0.079,0.022,1.31,1727,1
T10876,C21776,Delhi,Jaipur,280,LCV,3.18,0.31,FMCG,0.31,18,20,2.72,1.0,0.987,3.58,0.995,0.033,0.009,1.36,191,0
T10877,C21777,Delhi,Lucknow,550,Tata 407,3.72,0.87,Furniture,0.7,10,4,5.46,0.943,1.0,4.21,0.968,0.008,0.072,0.45,174,1
T10878,C21778,Hyderabad,Bengaluru,570,LCV,2.31,0.93,Pharma,0.9,6,3,2.4,1.0,1.0,4.04,0.78,0.205,0.094,1.37,701,0
T10879,C21779,Bengaluru,Chennai,350,17FT,6.56,2.86,E-commerce Parcels,1.44,1,0,1.42,0.993,1.0,4.15,0.982,0.052,0.034,0.45,226,1
T10880,C21780,Lucknow,Delhi,550,32FT,17.38,8.09,E-commerce Parcels,5.32,2,6,3.55,0.965,1.0,3.56,0.995,0.044,0.077,0.96,2804,1
T10881,C21781,Mumbai,Ahmedabad,530,20FT,8.96,1.88,Pharma,1.07,13,17,3.55,0.886,1.0,4.68,0.95,0.023,0.033,0.97,548,1
T10882,C21782,Kolkata,Delhi,1500,Tata 407,4.96,1.73,FMCG,0.54,6,5,1.16,0.936,1.0,3.57,0.857,0.041,0.024,0.73,593,1
T10883,C21783,Pune,Mumbai,150,40FT,19.72,14.19,Electronics,1.75,1,2,1.12,0.885,1.0,4.1,0.995,0.087,0.022,0.59,155,0
T10884,C21784,Ahmedabad,Jaipur,670,Tata 407,4.7,1.83,E-commerce Parcels,0.26,9,5,3.88,0.768,1.0,4.51,0.655,0.155,0.002,1.24,415,0
T10885,C21785,Bengaluru,Delhi,2150,40FT,18.63,3.11,Industrial Goods,1.31,12,14,2.37,0.826,1.0,4.1,0.945,0.037,0.131,0.83,2346,0
T10886,C21786,Bengaluru,Mumbai,980,17FT,6.08,3.63,Electronics,3.32,19,16,3.05,0.986,1.0,4.9,0.808,0.044,0.011,0.67,2166,0
T10887,C21787,Ahmedabad,Jaipur,670,32FT,15.39,5.75,Electronics,4.29,5,6,1.46,0.876,1.0,5.0,0.957,0.044,0.007,0.72,2058,1
T10888,C21788,Delhi,Jaipur,280,Tata 407,4.75,3.24,Pharma,2.34,13,8,5.14,0.807,1.0,3.63,0.863,0.008,0.04,1.22,802,0
T10889,C21789,Mumbai,Ahmedabad,530,Tata 407,3.71,2.17,Auto Parts,0.34,6,5,0.0,0.928,1.0,4.36,0.958,0.014,0.011,1.13,298,1
T10890,C21790,Delhi,Lucknow,550,32FT,16.65,5.91,Auto Parts,0.55,3,1,1.93,1.0,1.0,3.94,0.995,0.193,0.013,0.82,246,1
T10891,C21791,Hyderabad,Chennai,630,32FT,16.21,10.91,Furniture,4.93,2,3,1.33,0.939,1.0,4.38,0.923,0.016,0.068,0.68,2123,1
T10892,C21792,Bengaluru,Hyderabad,570,LCV,3.26,0.92,Industrial Goods,0.5,15,9,6.65,0.893,1.0,4.03,0.995,0.023,0.03,0.96,272,0
T10893,C21793,Ahmedabad,Mumbai,530,32FT,15.9,7.27,E-commerce Parcels,7.03,15,9,6.03,0.901,1.0,4.32,0.937,0.093,0.012,0.89,3316,0
T10894,C21794,Chennai,Bengaluru,350,40FT,21.02,9.79,Textiles,7.42,18,17,0.07,0.995,1.0,3.87,0.863,0.024,0.002,1.31,3407,1
T10895,C21795,Mumbai,Ahmedabad,530,32FT,14.47,4.85,Pharma,0.29,8,5,2.97,0.897,1.0,4.43,0.763,0.005,0.031,1.32,349,0
T10896,C21796,Mumbai,Delhi,1400,32FT,14.2,2.14,Electronics,0.34,16,20,3.83,0.901,1.0,3.83,0.868,0.014,0.043,1.12,781,1
T10897,C21797,Delhi,Lucknow,550,32FT,14.8,1.52,FMCG,0.95,12,12,2.07,0.82,1.0,3.79,0.906,0.052,0.001,0.77,404,0
T10898,C21798,Kolkata,Delhi,1500,LCV,3.19,1.84,Auto Parts,1.28,8,6,2.81,0.966,1.0,3.92,0.769,0.086,0.005,0.74,1415,0
T10899,C21799,Hyderabad,Bengaluru,570,17FT,5.78,2.19,Pharma,1.02,9,8,0.0,0.919,1.0,4.44,0.976,0.13,0.06,1.41,819,0
T10900,C21800,Ahmedabad,Mumbai,530,20FT,7.11,2.25,Auto Parts,2.42,16,16,0.42,0.914,0.931,4.54,0.785,0.064,0.021,0.64,814,1
T10901,C21801,Bengaluru,Delhi,2150,40FT,22.97,5.13,Electronics,3.27,16,14,1.73,1.0,1.0,4.29,0.706,0.051,0.024,1.05,7402,1
T10902,C21802,Hyderabad,Bengaluru,570,32FT,16.22,4.02,Industrial Goods,4.02,23,23,0.87,0.812,1.0,4.53,0.864,0.003,0.025,0.69,1582,1
T10903,C21803,Delhi,Mumbai,1400,Tata 407,4.88,3.06,FMCG,0.75,6,7,1.42,1.0,1.0,3.41,0.821,0.079,0.036,0.92,967,0
T10904,C21804,Kolkata,Bhubaneswar,440,17FT,5.82,4.12,E-commerce Parcels,2.63,13,11,2.02,1.0,1.0,5.0,0.887,0.024,0.014,1.21,1398,1
T10905,C21805,Mumbai,Ahmedabad,530,40FT,18.4,7.57,Textiles,7.08,20,14,5.93,0.969,1.0,3.8,0.995,0.028,0.051,0.87,3273,0
T10906,C21806,Delhi,Jaipur,280,Tata 407,4.08,2.89,FMCG,1.98,5,3,0.15,0.8,1.0,4.2,0.901,0.051,0.015,1.05,581,1
T10907,C21807,Hyderabad,Chennai,630,20FT,7.05,1.0,FMCG,0.95,23,23,0.0,0.965,1.0,3.95,0.96,0.08,0.047,1.34,804,1
T10908,C21808,Bengaluru,Chennai,350,17FT,6.35,1.09,Pharma,0.93,0,3,2.16,0.872,1.0,4.35,0.877,0.006,0.032,0.8,261,0
T10909,C21809,Bengaluru,Delhi,2150,Tata 407,3.7,1.29,Industrial Goods,0.29,22,20,2.82,0.717,1.0,5.0,0.863,0.031,0.004,1.14,1222,0
T10910,C21810,Chennai,Hyderabad,630,40FT,24.41,17.34,Furniture,7.87,17,19,2.74,1.0,1.0,4.08,0.995,0.019,0.037,1.07,5326,1
T10911,C21811,Pune,Mumbai,150,20FT,7.68,0.71,FMCG,0.32,12,11,0.66,1.0,1.0,3.91,0.884,0.119,0.078,0.83,62,1
T10912,C21812,Jaipur,Delhi,280,LCV,3.93,0.38,Pharma,0.31,14,12,1.69,0.911,1.0,3.75,0.848,0.03,0.012,0.7,97,1
T10913,C21813,Pune,Mumbai,150,32FT,17.39,12.41,FMCG,3.6,3,0,2.85,0.983,1.0,4.32,0.884,0.141,0.017,0.79,427,1
T10914,C21814,Mumbai,Ahmedabad,530,LCV,2.26,0.34,Pharma,0.25,0,1,2.03,1.0,1.0,4.33,0.699,0.029,0.071,1.12,296,1
T10915,C21815,Delhi,Bengaluru,2150,17FT,5.32,2.05,Furniture,0.25,17,14,2.61,0.944,1.0,4.57,0.889,0.058,0.044,0.82,881,1
T10916,C21816,Delhi,Bengaluru,2150,Tata 407,4.89,3.61,Auto Parts,0.43,15,16,0.06,0.958,1.0,4.8,0.726,0.251,0.006,0.87,934,0
T10917,C21817,Delhi,Jaipur,280,Tata 407,4.62,2.88,Electronics,2.98,12,8,4.4,1.0,0.966,4.33,0.986,0.071,0.06,0.87,725,0
T10918,C21818,Jaipur,Ahmedabad,670,Tata 407,3.25,1.92,Auto Parts,2.0,23,22,0.0,0.956,0.96,4.26,0.853,0.027,0.041,0.64,864,1
T10919,C21819,Kolkata,Delhi,1500,20FT,9.44,3.05,E-commerce Parcels,3.37,0,0,0.0,0.913,0.907,4.2,0.79,0.043,0.008,0.52,2628,1
T10920,C21820,Bengaluru,Mumbai,980,20FT,8.72,0.83,Industrial Goods,0.43,14,13,0.59,0.841,1.0,4.54,0.817,0.026,0.056,1.29,630,0
T10921,C21821,Lucknow,Delhi,550,LCV,3.09,2.17,Textiles,2.43,5,5,1.02,0.919,0.893,3.85,0.954,0.048,0.006,1.18,1575,1
T10922,C21822,Delhi,Mumbai,1400,LCV,3.87,1.15,Furniture,0.84,18,20,2.32,0.876,1.0,4.07,0.814,0.112,0.062,0.97,1138,1
T10923,C21823,Mumbai,Bengaluru,980,32FT,17.25,2.25,Furniture,1.84,21,23,1.05,0.999,1.0,4.72,0.847,0.032,0.037,0.77,1383,1
T10924,C21824,Mumbai,Delhi,1400,17FT,5.17,1.66,FMCG,0.36,4,3,1.25,0.888,1.0,4.03,0.928,0.041,0.039,1.53,1074,0
T10925,C21825,Bengaluru,Delhi,2150,LCV,2.58,1.48,Electronics,1.61,23,23,0.19,0.969,0.919,4.01,0.867,0.077,0.015,1.04,3615,0
T10926,C21826,Delhi,Mumbai,1400,20FT,8.5,4.83,Furniture,1.82,9,8,0.07,0.833,1.0,3.45,0.905,0.024,0.044,0.7,1776,1
T10927,C21827,Chennai,Bengaluru,350,32FT,15.43,4.96,Industrial Goods,2.83,12,8,3.2,1.0,1.0,4.32,0.923,0.007,0.024,0.62,611,1
T10928,C21828,Mumbai,Bengaluru,980,32FT,17.93,2.62,Pharma,1.2,4,4,0.0,0.886,1.0,4.48,0.813,0.035,0.104,1.24,1454,1
T10929,C21829,Delhi,Mumbai,1400,LCV,2.08,1.13,Pharma,1.11,23,23,0.0,0.984,1.0,4.08,0.912,0.048,0.054,0.83,1301,1
T10930,C21830,Hyderabad,Bengaluru,570,17FT,5.23,0.75,E-commerce Parcels,0.41,15,13,1.82,0.886,1.0,4.17,0.865,0.082,0.029,0.82,234,0
T10931,C21831,Bengaluru,Delhi,2150,LCV,3.88,1.16,Auto Parts,0.28,2,0,1.69,0.951,1.0,4.27,0.827,0.011,0.05,0.89,960,1
T10932,C21832,Delhi,Bengaluru,2150,Tata 407,4.1,0.66,E-commerce Parcels,0.63,2,0,3.25,0.841,1.0,3.36,0.978,0.022,0.018,0.81,1101,0
T10933,C21833,Bengaluru,Delhi,2150,17FT,5.66,2.78,E-commerce Parcels,2.1,23,22,1.3,0.937,1.0,3.75,0.928,0.073,0.059,1.0,4482,1
T10934,C21834,Ahmedabad,Mumbai,530,40FT,20.29,13.47,Furniture,6.63,15,17,3.52,0.859,1.0,3.98,0.897,0.126,0.011,1.09,3832,1
T10935,C21835,Bengaluru,Chennai,350,17FT,7.77,3.29,Furniture,1.58,10,5,5.25,0.771,1.0,5.0,0.992,0.036,0.004,0.61,338,1
T10936,C21836,Jaipur,Delhi,280,20FT,8.25,5.35,Textiles,1.08,2,2,0.0,1.0,1.0,5.0,0.829,0.043,0.028,1.28,390,1
T10937,C21837,Hyderabad,Chennai,630,20FT,7.23,1.11,Pharma,1.0,22,21,0.0,0.96,1.0,4.85,0.91,0.028,0.091,0.82,516,1
T10938,C21838,Mumbai,Pune,150,32FT,14.3,4.58,Pharma,2.98,2,0,3.18,0.984,1.0,4.68,0.799,0.048,0.054,1.04,465,1
T10939,C21839,Bengaluru,Mumbai,980,40FT,20.66,8.78,Furniture,7.3,14,10,3.5,0.895,1.0,4.22,0.85,0.01,0.008,0.6,4257,1
T10940,C21840,Ahmedabad,Mumbai,530,40FT,24.75,14.41,Industrial Goods,0.58,20,20,0.0,0.862,1.0,4.39,0.969,0.02,0.002,0.98,299,1
T10941,C21841,Bengaluru,Chennai,350,40FT,20.56,7.8,Pharma,1.11,16,20,4.47,0.907,1.0,4.21,0.904,0.084,0.007,0.94,366,0
T10942,C21842,Mumbai,Ahmedabad,530,17FT,5.51,2.48,Furniture,0.88,10,10,1.18,1.0,1.0,4.09,0.883,0.027,0.047,0.93,436,0
T10943,C21843,Lucknow,Delhi,550,32FT,15.7,9.28,E-commerce Parcels,2.59,17,13,4.69,1.0,1.0,4.5,0.995,0.031,0.001,0.82,1168,1
T10944,C21844,Lucknow,Delhi,550,LCV,3.67,1.19,Pharma,1.14,23,23,0.8,0.806,1.0,3.99,0.88,0.048,0.019,0.87,548,0
T10945,C21845,Lucknow,Delhi,550,17FT,7.77,4.56,Electronics,3.62,4,4,1.11,0.897,1.0,4.74,0.853,0.042,0.017,1.08,2156,1
T10946,C21846,Delhi,Lucknow,550,LCV,3.75,1.11,E-commerce Parcels,0.64,16,14,3.86,0.998,1.0,3.67,0.958,0.049,0.03,0.97,341,1
T10947,C21847,Delhi,Lucknow,550,LCV,3.02,0.75,Electronics,0.22,18,21,2.55,0.784,1.0,3.57,0.995,0.052,0.017,0.98,270,0
T10948,C21848,Delhi,Lucknow,550,40FT,24.05,17.88,Electronics,5.69,13,11,1.76,0.834,1.0,4.55,0.854,0.04,0.007,0.95,2966,1
T10949,C21849,Lucknow,Delhi,550,LCV,3.37,0.79,Auto Parts,0.42,0,0,0.0,0.774,1.0,5.0,0.706,0.093,0.011,0.61,169,1
T10950,C21850,Lucknow,Delhi,550,17FT,6.02,0.86,Industrial Goods,0.9,15,17,1.13,1.0,0.954,5.0,0.823,0.019,0.007,0.93,462,1
T10951,C21851,Hyderabad,Chennai,630,Tata 407,3.72,0.64,Industrial Goods,0.65,6,0,7.05,0.923,0.982,4.78,0.871,0.095,0.017,1.14,467,0
T10952,C21852,Delhi,Kolkata,1500,Tata 407,4.58,2.66,Auto Parts,0.41,18,20,2.17,0.954,1.0,4.88,0.995,0.041,0.044,1.28,963,1
T10953,C21853,Bengaluru,Chennai,350,LCV,2.17,1.5,Industrial Goods,0.25,6,9,3.03,0.961,1.0,4.13,0.867,0.028,0.04,1.03,181,1
T10954,C21854,Ahmedabad,Mumbai,530,32FT,14.31,3.59,E-commerce Parcels,1.82,4,0,3.94,1.0,1.0,4.39,0.907,0.002,0.043,1.03,994,1
T10955,C21855,Mumbai,Pune,150,17FT,6.16,2.18,Industrial Goods,1.14,22,22,0.39,0.929,1.0,4.45,0.802,0.079,0.039,0.95,162,0
T10956,C21856,Hyderabad,Bengaluru,570,32FT,17.91,5.65,Auto Parts,1.34,11,10,1.53,1.0,1.0,4.25,0.981,0.017,0.071,0.83,636,0
T10957,C21857,Jaipur,Ahmedabad,670,LCV,2.88,0.5,Textiles,0.42,3,6,2.94,0.906,1.0,4.52,0.895,0.053,0.021,0.88,295,0
T10958,C21858,Kolkata,Delhi,1500,20FT,8.37,5.46,Pharma,5.37,13,11,1.8,1.0,1.0,3.94,0.815,0.045,0.025,0.65,5244,1
T10959,C21859,Lucknow,Delhi,550,20FT,8.99,5.61,Furniture,0.77,23,21,0.55,0.87,1.0,4.63,0.856,0.078,0.037,0.73,312,0
T10960,C21860,Ahmedabad,Mumbai,530,40FT,22.11,14.77,Electronics,0.59,10,13,3.85,0.864,1.0,4.03,0.83,0.061,0.022,1.14,355,0
T10961,C21861,Delhi,Bengaluru,2150,Tata 407,3.07,0.92,Industrial Goods,0.96,15,14,1.17,0.788,0.956,4.71,0.66,0.007,0.105,1.1,2282,1
T10962,C21862,Ahmedabad,Mumbai,530,32FT,16.57,9.83,Textiles,4.1,23,21,2.72,0.965,1.0,4.78,0.924,0.05,0.005,1.0,2177,1
T10963,C21863,Kolkata,Delhi,1500,40FT,23.6,1.86,Auto Parts,1.23,14,16,1.42,0.904,1.0,4.33,0.861,0.008,0.031,1.04,1915,0
T10964,C21864,Delhi,Kolkata,1500,LCV,2.77,0.48,E-commerce Parcels,0.28,20,20,2.05,0.976,1.0,4.48,0.881,0.052,0.153,0.94,703,1
T10965,C21865,Chennai,Bengaluru,350,Tata 407,3.41,0.57,Industrial Goods,0.5,9,10,1.83,1.0,1.0,4.76,0.759,0.018,0.091,0.75,131,0
T10966,C21866,Delhi,Jaipur,280,40FT,23.42,9.64,Industrial Goods,3.8,9,11,2.26,0.954,1.0,3.99,0.772,0.002,0.019,0.92,984,1
T10967,C21867,Pune,Mumbai,150,Tata 407,4.69,3.04,Textiles,1.99,7,6,3.49,0.859,1.0,4.16,0.995,0.002,0.071,1.19,355,0
T10968,C21868,Delhi,Lucknow,550,Tata 407,4.35,1.64,FMCG,1.81,21,22,2.13,1.0,0.906,5.0,0.723,0.039,0.075,0.87,861,1
T10969,C21869,Bengaluru,Hyderabad,570,20FT,7.52,4.88,FMCG,1.75,23,19,4.15,0.918,1.0,4.16,0.831,0.055,0.029,1.48,1475,1
T10970,C21870,Bhubaneswar,Kolkata,440,17FT,7.49,2.69,Auto Parts,2.3,4,5,0.43,0.832,1.0,4.07,0.833,0.122,0.117,1.13,1142,0
T10971,C21871,Kolkata,Delhi,1500,40FT,23.55,11.97,Textiles,1.69,10,9,3.05,0.857,1.0,5.0,0.84,0.186,0.052,0.81,2047,1
T10972,C21872,Chennai,Hyderabad,630,40FT,22.95,3.12,Electronics,2.9,12,11,0.79,0.917,1.0,4.13,0.628,0.103,0.036,0.66,1201,0
T10973,C21873,Hyderabad,Chennai,630,20FT,8.06,3.51,Pharma,3.86,12,14,2.65,0.964,0.908,4.07,0.938,0.121,0.003,0.45,1096,1
T10974,C21874,Mumbai,Delhi,1400,17FT,6.04,2.78,Industrial Goods,2.83,1,0,1.3,1.0,0.982,4.19,0.951,0.061,0.029,1.11,4381,0
T10975,C21875,Bhubaneswar,Kolkata,440,LCV,3.86,2.05,Electronics,0.36,4,3,1.25,0.736,1.0,3.54,0.995,0.056,0.047,1.08,238,1
T10976,C21876,Kolkata,Bhubaneswar,440,40FT,22.72,12.09,Auto Parts,0.98,10,7,3.95,0.927,1.0,4.12,0.866,0.125,0.036,1.18,507,1
T10977,C21877,Bengaluru,Mumbai,980,17FT,6.43,3.02,Furniture,3.19,4,1,2.96,0.895,0.948,3.84,0.839,0.063,0.007,0.76,2386,1
T10978,C21878,Kolkata,Bhubaneswar,440,LCV,3.92,2.52,Textiles,2.38,13,6,7.2,1.0,1.0,4.19,0.846,0.053,0.016,0.94,987,0
T10979,C21879,Hyderabad,Chennai,630,32FT,14.29,2.98,Auto Parts,0.29,0,0,0.0,0.938,1.0,4.77,0.91,0.115,0.011,1.12,351,1
T10980,C21880,Bengaluru,Hyderabad,570,40FT,24.08,16.83,Pharma,5.74,13,9,4.82,0.947,1.0,4.39,0.896,0.003,0.001,0.84,2743,1
T10981,C21881,Chennai,Hyderabad,630,32FT,14.8,7.1,Auto Parts,4.66,16,21,5.86,1.0,1.0,3.98,0.823,0.053,0.034,0.68,1984,0
T10982,C21882,Ahmedabad,Mumbai,530,LCV,3.69,1.48,Pharma,0.72,12,11,1.31,0.887,1.0,4.16,0.917,0.047,0.025,1.02,388,0
T10983,C21883,Hyderabad,Bengaluru,570,17FT,7.06,4.56,Industrial Goods,0.99,13,10,2.7,0.909,1.0,4.55,0.895,0.012,0.068,0.94,531,1
T10984,C21884,Mumbai,Delhi,1400,40FT,22.46,13.16,Furniture,4.51,10,9,1.9,1.0,1.0,4.55,0.96,0.207,0.008,1.15,7264,1
T10985,C21885,Bengaluru,Hyderabad,570,20FT,7.82,2.66,Textiles,0.45,18,17,0.85,0.944,1.0,4.08,0.995,0.088,0.04,0.91,259,0
T10986,C21886,Delhi,Lucknow,550,32FT,14.61,6.5,Textiles,5.77,16,16,0.0,1.0,1.0,3.9,0.995,0.038,0.064,1.09,3457,1
T10987,C21887,Mumbai,Ahmedabad,530,40FT,20.64,12.65,E-commerce Parcels,2.76,20,16,4.08,0.8,1.0,5.0,0.644,0.019,0.009,0.92,1342,1
T10988,C21888,Delhi,Lucknow,550,Tata 407,4.61,0.45,E-commerce Parcels,0.48,14,12,1.76,0.857,0.924,4.54,0.796,0.024,0.026,0.98,270,0
T10989,C21889,Pune,Mumbai,150,32FT,15.36,5.8,Auto Parts,0.63,20,22,1.84,1.0,1.0,4.27,0.75,0.004,0.041,1.02,97,1
T10990,C21890,Mumbai,Bengaluru,980,Tata 407,3.53,2.55,Pharma,0.43,5,5,0.54,1.0,1.0,3.65,0.969,0.019,0.022,1.25,614,1
T10991,C21891,Mumbai,Delhi,1400,Tata 407,3.56,1.12,Furniture,1.12,7,3,3.1,0.948,0.994,3.86,0.86,0.077,0.116,0.72,1134,1
T10992,C21892,Bengaluru,Delhi,2150,LCV,3.71,1.98,Furniture,0.88,22,21,0.98,0.792,1.0,4.9,0.909,0.085,0.002,0.95,1810,1
T10993,C21893,Bengaluru,Mumbai,980,Tata 407,3.85,2.26,Pharma,0.32,18,16,3.33,1.0,1.0,4.31,0.771,0.133,0.035,0.86,423,0
T10994,C21894,Chennai,Bengaluru,350,LCV,2.02,1.15,Textiles,0.88,22,23,1.81,0.983,1.0,5.0,0.711,0.066,0.118,0.93,288,0
T10995,C21895,Lucknow,Delhi,550,20FT,9.2,2.04,Industrial Goods,0.63,19,21,2.07,0.889,1.0,4.67,0.933,0.124,0.055,0.93,320,1
T10996,C21896,Kolkata,Delhi,1500,20FT,7.06,3.62,Pharma,1.15,8,10,2.44,0.859,1.0,4.18,0.967,0.095,0.007,0.73,1255,0
T10997,C21897,Chennai,Hyderabad,630,LCV,2.38,1.13,FMCG,0.76,20,23,2.9,0.951,1.0,4.38,0.812,0.062,0.052,1.03,490,0
T10998,C21898,Jaipur,Ahmedabad,670,20FT,7.82,4.95,Textiles,1.69,8,5,4.51,1.0,1.0,4.88,0.965,0.056,0.065,0.81,920,0
T10999,C21899,Chennai,Bengaluru,350,Tata 407,3.43,0.83,Industrial Goods,0.63,14,12,1.69,0.938,1.0,4.54,0.869,0.152,0.016,1.01,222,0
T11000,C21900,Jaipur,Delhi,280,40FT,21.67,11.94,Electronics,0.45,15,12,2.77,1.0,1.0,4.53,0.87,0.018,0.039,1.27,178,0
T11001,C21901,Mumbai,Ahmedabad,530,32FT,15.66,8.21,E-commerce Parcels,2.33,1,0,1.19,0.968,1.0,4.37,0.967,0.025,0.054,1.14,1412,1
T11002,C21902,Ahmedabad,Mumbai,530,20FT,9.19,5.28,Industrial Goods,2.11,0,1,0.36,0.941,1.0,4.74,0.987,0.048,0.034,1.07,1199,1
T11003,C21903,Ahmedabad,Mumbai,530,20FT,8.61,5.92,Pharma,2.01,9,10,1.74,0.988,1.0,4.3,0.971,0.104,0.062,0.96,1023,1
T11004,C21904,Bengaluru,Chennai,350,17FT,6.24,1.4,Industrial Goods,1.12,10,7,2.35,0.933,1.0,4.32,0.882,0.021,0.013,0.94,369,0
T11005,C21905,Delhi,Kolkata,1500,LCV,2.32,0.96,Industrial Goods,0.46,2,3,1.64,0.974,1.0,4.81,0.625,0.038,0.007,0.69,520,1
T11006,C21906,Delhi,Bengaluru,2150,17FT,5.61,1.95,Auto Parts,2.07,18,14,2.3,0.934,0.944,5.0,0.983,0.093,0.014,1.16,5181,1
T11007,C21907,Jaipur,Ahmedabad,670,32FT,17.81,7.28,FMCG,6.61,22,14,7.05,0.883,1.0,4.35,0.9,0.007,0.02,1.2,5330,0
T11008,C21908,Hyderabad,Chennai,630,17FT,5.22,1.55,Industrial Goods,1.41,8,0,7.47,0.881,1.0,4.35,0.93,0.045,0.071,1.09,972,0
T11009,C21909,Bengaluru,Hyderabad,570,20FT,8.61,5.92,Furniture,3.97,6,7,0.72,0.922,1.0,4.17,0.872,0.106,0.02,0.76,1720,0
T11010,C21910,Ahmedabad,Mumbai,530,32FT,17.29,2.47,Electronics,0.5,18,20,2.14,0.867,1.0,4.14,0.883,0.108,0.032,0.95,252,1
T11011,C21911,Chennai,Bengaluru,350,32FT,17.08,8.62,FMCG,0.2,21,20,1.18,1.0,1.0,4.7,0.792,0.021,0.006,1.22,213,1
T11012,C21912,Bengaluru,Delhi,2150,32FT,15.15,10.98,Pharma,1.93,22,19,2.19,0.963,1.0,4.27,0.873,0.029,0.012,0.84,3478,1
T11013,C21913,Bhubaneswar,Kolkata,440,40FT,18.53,13.51,Textiles,7.6,14,13,1.56,0.73,1.0,4.83,0.952,0.059,0.062,0.75,2516,0
T11014,C21914,Chennai,Bengaluru,350,17FT,7.52,2.28,FMCG,0.84,8,12,4.47,0.668,1.0,4.57,0.736,0.041,0.004,0.77,226,0
T11015,C21915,Ahmedabad,Mumbai,530,LCV,2.35,0.47,FMCG,0.44,22,19,3.75,1.0,1.0,4.53,0.976,0.062,0.03,0.74,197,1
T11016,C21916,Kolkata,Bhubaneswar,440,20FT,8.26,1.44,Industrial Goods,0.3,12,11,0.98,0.84,1.0,4.01,0.789,0.059,0.028,1.17,257,0
T11017,C21917,Delhi,Lucknow,550,20FT,7.35,2.59,Textiles,2.54,3,0,2.84,1.0,1.0,4.76,0.906,0.008,0.003,1.22,1706,1
T11018,C21918,Delhi,Bengaluru,2150,32FT,17.06,5.45,Industrial Goods,5.99,5,6,0.87,1.0,0.91,4.85,0.772,0.048,0.012,0.89,11429,1
T11019,C21919,Kolkata,Bhubaneswar,440,32FT,14.39,8.56,E-commerce Parcels,6.96,17,16,0.0,0.942,1.0,3.97,0.776,0.051,0.068,1.03,3143,1
T11020,C21920,Ahmedabad,Mumbai,530,20FT,8.89,0.71,Textiles,0.66,17,19,1.95,1.0,1.0,4.5,0.563,0.176,0.041,0.7,244,0
T11021,C21921,Delhi,Mumbai,1400,20FT,9.89,4.43,Furniture,2.85,2,3,0.91,0.919,1.0,3.94,0.82,0.04,0.004,0.97,3870,0
T11022,C21922,Chennai,Hyderabad,630,32FT,14.19,3.66,Textiles,1.76,2,0,2.36,1.0,1.0,4.6,0.995,0.006,0.034,1.29,1431,0
T11023,C21923,Jaipur,Delhi,280,Tata 407,3.0,0.36,Industrial Goods,0.4,6,2,2.51,1.0,0.903,4.05,0.759,0.036,0.035,0.66,93,1
T11024,C21924,Delhi,Lucknow,550,32FT,17.53,9.04,FMCG,0.23,4,2,2.31,0.919,1.0,4.02,0.929,0.082,0.061,1.17,322,0
T11025,C21925,Hyderabad,Chennai,630,Tata 407,3.51,0.32,Auto Parts,0.35,18,17,0.89,0.95,0.903,3.74,0.995,0.001,0.055,0.89,281,1
T11026,C21926,Hyderabad,Bengaluru,570,20FT,7.77,3.58,Pharma,2.54,10,11,0.89,0.929,1.0,4.5,0.778,0.003,0.022,0.94,1358,1
T11027,C21927,Ahmedabad,Jaipur,670,LCV,2.79,2.05,Electronics,0.47,14,13,0.46,1.0,1.0,3.64,0.736,0.019,0.031,0.58,194,1
T11028,C21928,Hyderabad,Bengaluru,570,32FT,14.74,9.98,Electronics,6.25,23,23,0.4,0.941,1.0,4.33,0.936,0.087,0.008,0.81,2889,1
T11029,C21929,Jaipur,Ahmedabad,670,32FT,14.04,5.73,Furniture,6.13,5,4,0.36,0.993,0.934,3.9,0.881,0.04,0.063,1.29,5292,1
T11030,C21930,Jaipur,Ahmedabad,670,Tata 407,3.09,2.26,Pharma,1.74,21,18,2.37,0.967,1.0,4.63,0.995,0.167,0.054,1.15,1336,0
T11031,C21931,Jaipur,Ahmedabad,670,20FT,9.7,2.18,Furniture,1.67,5,7,0.33,0.995,1.0,3.5,0.867,0.02,0.022,0.9,1009,1
