cargo_id,origin,destination,distance_km,cargo_type,cargo_weight_tons,pickup_hour,urgency
C22229,Hyderabad,Bengaluru,570,Pharma,2.23,0,normal
C22230,Delhi,Bengaluru,2150,Electronics,1.46,4,normal
C22231,Delhi,Bengaluru,2150,E-commerce Parcels,0.93,7,normal
C22232,Bengaluru,Hyderabad,570,FMCG,3.41,15,normal
C22233,Ahmedabad,Jaipur,670,Furniture,0.98,3,normal
C22234,Hyderabad,Chennai,630,Pharma,0.24,19,urgent
C22235,Bhubaneswar,Kolkata,440,Textiles,4.82,17,same_day
C22236,Jaipur,Ahmedabad,670,E-commerce Parcels,1.69,21,same_day
C22237,Bengaluru,Delhi,2150,Industrial Goods,1.24,23,same_day
C22238,Bengaluru,Mumbai,980,Auto Parts,1.11,7,normal
C22239,Jaipur,Delhi,280,Furniture,0.34,1,same_day
C22240,Mumbai,Delhi,1400,E-commerce Parcels,0.71,6,normal
C22241,Bengaluru,Delhi,2150,Auto Parts,1.21,5,normal
C22242,Delhi,Lucknow,550,Pharma,1.05,0,normal
C22243,Delhi,Jaipur,280,Industrial Goods,3.0,0,same_day
C22244,Lucknow,Delhi,550,Textiles,0.88,14,same_day
C22245,Delhi,Bengaluru,2150,Pharma,0.68,5,normal
C22246,Bengaluru,Chennai,350,Textiles,5.09,7,same_day
C22247,Delhi,Mumbai,1400,E-commerce Parcels,1.49,13,normal
C22248,Mumbai,Bengaluru,980,FMCG,0.21,0,same_day
C22249,Hyderabad,Chennai,630,Pharma,4.7,7,normal
C22250,Kolkata,Bhubaneswar,440,Auto Parts,0.24,11,urgent
C22251,Ahmedabad,Mumbai,530,Textiles,5.46,0,normal
C22252,Delhi,Mumbai,1400,Textiles,0.9,0,normal
C22253,Bengaluru,Chennai,350,Electronics,1.34,4,urgent
C22254,Bengaluru,Chennai,350,Textiles,1.63,6,same_day
C22255,Delhi,Mumbai,1400,Auto Parts,0.37,13,normal
C22256,Pune,Mumbai,150,E-commerce Parcels,1.45,1,normal
C22257,Pune,Mumbai,150,E-commerce Parcels,2.78,0,normal
C22258,Kolkata,Delhi,1500,Textiles,0.74,0,normal
C22259,Delhi,Kolkata,1500,FMCG,0.37,2,normal
C22260,Jaipur,Ahmedabad,670,E-commerce Parcels,0.92,3,normal
C22261,Delhi,Lucknow,550,Electronics,0.95,10,normal
C22262,Chennai,Bengaluru,350,Electronics,2.05,19,same_day
C22263,Jaipur,Ahmedabad,670,FMCG,2.64,11,normal
C22264,Delhi,Kolkata,1500,FMCG,4.24,13,urgent
C22265,Lucknow,Delhi,550,Pharma,1.75,4,normal
C22266,Kolkata,Delhi,1500,Auto Parts,5.31,2,normal
C22267,Mumbai,Delhi,1400,Textiles,0.84,8,same_day
C22268,Chennai,Bengaluru,350,Textiles,0.34,21,normal
C22269,Ahmedabad,Mumbai,530,E-commerce Parcels,2.4,15,normal
C22270,Pune,Mumbai,150,Textiles,0.7,0,same_day
C22271,Jaipur,Ahmedabad,670,Auto Parts,0.64,9,normal
C22272,Lucknow,Delhi,550,Pharma,0.3,9,normal
C22273,Bengaluru,Mumbai,980,Furniture,4.7,3,normal
C22274,Jaipur,Ahmedabad,670,Industrial Goods,1.51,23,same_day
C22275,Mumbai,Ahmedabad,530,Furniture,0.75,13,normal
C22276,Lucknow,Delhi,550,Industrial Goods,2.47,23,normal
C22277,Jaipur,Delhi,280,Industrial Goods,2.68,22,normal
C22278,Bhubaneswar,Kolkata,440,Pharma,2.59,7,normal
C22279,Delhi,Jaipur,280,Electronics,7.33,17,normal
C22280,Kolkata,Delhi,1500,Furniture,3.42,11,normal
C22281,Bengaluru,Delhi,2150,Electronics,4.67,16,normal
C22282,Kolkata,Bhubaneswar,440,Pharma,1.63,15,normal
C22283,Kolkata,Bhubaneswar,440,Furniture,2.66,11,same_day
C22284,Chennai,Hyderabad,630,FMCG,4.12,11,same_day
C22285,Hyderabad,Bengaluru,570,E-commerce Parcels,1.64,16,normal
C22286,Chennai,Bengaluru,350,Furniture,1.64,10,urgent
C22287,Chennai,Bengaluru,350,Auto Parts,3.17,6,normal
C22288,Lucknow,Delhi,550,Auto Parts,1.88,7,same_day
C22289,Delhi,Mumbai,1400,Textiles,0.58,22,normal
C22290,Delhi,Lucknow,550,Pharma,1.07,2,urgent
C22291,Chennai,Bengaluru,350,Electronics,7.48,21,urgent
C22292,Jaipur,Ahmedabad,670,Furniture,1.27,9,same_day
C22293,Ahmedabad,Jaipur,670,Pharma,0.47,14,same_day
C22294,Ahmedabad,Mumbai,530,E-commerce Parcels,0.65,5,normal
C22295,Kolkata,Bhubaneswar,440,Pharma,3.75,12,same_day
C22296,Delhi,Kolkata,1500,FMCG,1.87,2,same_day
C22297,Bengaluru,Mumbai,980,Pharma,0.6,0,normal
C22298,Hyderabad,Bengaluru,570,Furniture,0.3,2,same_day
C22299,Delhi,Lucknow,550,Electronics,2.7,6,urgent
C22300,Jaipur,Delhi,280,Electronics,5.76,13,normal
C22301,Ahmedabad,Jaipur,670,E-commerce Parcels,1.16,10,normal
C22302,Hyderabad,Chennai,630,Furniture,5.85,13,normal
C22303,Bengaluru,Mumbai,980,Textiles,3.99,16,urgent
C22304,Mumbai,Bengaluru,980,Auto Parts,0.55,18,normal
C22305,Mumbai,Ahmedabad,530,Electronics,0.65,11,same_day
C22306,Delhi,Bengaluru,2150,E-commerce Parcels,0.65,17,normal
C22307,Lucknow,Delhi,550,Electronics,0.42,22,normal
C22308,Bengaluru,Hyderabad,570,Industrial Goods,1.31,2,same_day
C22309,Bengaluru,Hyderabad,570,Auto Parts,0.88,20,normal
C22310,Mumbai,Bengaluru,980,Furniture,1.38,23,normal
C22311,Bhubaneswar,Kolkata,440,Furniture,1.29,1,urgent
C22312,Hyderabad,Bengaluru,570,Furniture,7.22,10,urgent
C22313,Chennai,Bengaluru,350,FMCG,0.67,20,same_day
C22314,Delhi,Kolkata,1500,Furniture,1.28,8,normal
C22315,Delhi,Kolkata,1500,E-commerce Parcels,6.86,6,normal
C22316,Mumbai,Ahmedabad,530,Electronics,0.82,21,normal
C22317,Jaipur,Delhi,280,Auto Parts,1.01,0,normal
C22318,Lucknow,Delhi,550,FMCG,3.32,11,normal
C22319,Ahmedabad,Jaipur,670,Textiles,0.48,8,normal
C22320,Mumbai,Delhi,1400,Electronics,0.79,20,same_day
C22321,Ahmedabad,Jaipur,670,Electronics,3.47,14,same_day
C22322,Bengaluru,Chennai,350,Auto Parts,1.05,7,same_day
C22323,Ahmedabad,Mumbai,530,Industrial Goods,0.7,5,same_day
C22324,Bengaluru,Delhi,2150,E-commerce Parcels,3.32,0,same_day
C22325,Mumbai,Bengaluru,980,Electronics,5.34,13,normal
C22326,Mumbai,Ahmedabad,530,E-commerce Parcels,1.75,16,normal
C22327,Delhi,Jaipur,280,Furniture,5.78,6,normal
C22328,Lucknow,Delhi,550,Pharma,0.32,0,normal
C22329,Delhi,Mumbai,1400,Pharma,0.67,23,urgent
C22330,Kolkata,Bhubaneswar,440,Electronics,0.51,10,normal
C22331,Delhi,Jaipur,280,FMCG,1.01,23,same_day
C22332,Lucknow,Delhi,550,Auto Parts,1.64,19,urgent
C22333,Mumbai,Ahmedabad,530,FMCG,1.89,18,normal
C22334,Bengaluru,Chennai,350,Furniture,1.99,9,same_day
C22335,Chennai,Bengaluru,350,Industrial Goods,0.68,23,urgent
C22336,Bengaluru,Chennai,350,Industrial Goods,1.03,9,normal
C22337,Delhi,Jaipur,280,Electronics,1.48,8,same_day
C22338,Delhi,Kolkata,1500,Auto Parts,0.43,4,normal
C22339,Delhi,Mumbai,1400,Electronics,2.07,19,normal
C22340,Mumbai,Delhi,1400,Pharma,3.25,0,normal
C22341,Chennai,Bengaluru,350,Electronics,1.43,1,same_day
C22342,Delhi,Jaipur,280,Pharma,0.58,10,normal
C22343,Bengaluru,Delhi,2150,Electronics,0.29,1,normal
C22344,Hyderabad,Bengaluru,570,E-commerce Parcels,0.63,6,same_day
C22345,Bengaluru,Delhi,2150,E-commerce Parcels,2.27,0,same_day
C22346,Lucknow,Delhi,550,Pharma,1.09,7,normal
C22347,Kolkata,Delhi,1500,Industrial Goods,0.37,10,urgent
C22348,Bengaluru,Chennai,350,E-commerce Parcels,1.0,19,normal
C22349,Bengaluru,Delhi,2150,Textiles,5.99,22,same_day
C22350,Mumbai,Delhi,1400,Pharma,5.04,15,normal
C22351,Chennai,Hyderabad,630,Industrial Goods,1.64,6,normal
C22352,Pune,Mumbai,150,Pharma,1.35,4,same_day
C22353,Delhi,Lucknow,550,FMCG,0.64,11,normal
C22354,Delhi,Kolkata,1500,Auto Parts,0.58,5,normal
C22355,Ahmedabad,Jaipur,670,FMCG,0.78,6,normal
C22356,Ahmedabad,Jaipur,670,Auto Parts,0.72,14,normal
C22357,Jaipur,Delhi,280,Auto Parts,2.44,23,normal
C22358,Chennai,Bengaluru,350,Pharma,0.64,10,normal
C22359,Delhi,Kolkata,1500,Auto Parts,2.59,23,normal
C22360,Ahmedabad,Mumbai,530,Industrial Goods,0.83,17,normal
C22361,Mumbai,Pune,150,Textiles,1.77,7,normal
C22362,Delhi,Lucknow,550,Industrial Goods,2.27,18,normal
C22363,Ahmedabad,Jaipur,670,Industrial Goods,2.91,9,normal
C22364,Delhi,Bengaluru,2150,Electronics,0.36,18,normal
C22365,Mumbai,Ahmedabad,530,Electronics,4.76,6,normal
C22366,Lucknow,Delhi,550,Furniture,1.82,17,normal
C22367,Jaipur,Ahmedabad,670,Industrial Goods,1.52,19,normal
C22368,Kolkata,Delhi,1500,Electronics,1.91,22,normal
C22369,Ahmedabad,Jaipur,670,Auto Parts,0.73,21,normal
C22370,Bengaluru,Mumbai,980,Industrial Goods,0.57,10,urgent
C22371,Chennai,Hyderabad,630,E-commerce Parcels,6.32,5,normal
C22372,Bengaluru,Mumbai,980,Textiles,3.46,10,normal
C22373,Delhi,Lucknow,550,Pharma,3.57,19,normal
C22374,Bengaluru,Chennai,350,Textiles,5.78,20,normal
C22375,Chennai,Hyderabad,630,Textiles,0.45,4,urgent
C22376,Hyderabad,Chennai,630,Auto Parts,2.34,8,same_day
C22377,Kolkata,Delhi,1500,Industrial Goods,0.42,5,same_day
C22378,Bhubaneswar,Kolkata,440,Furniture,2.66,11,same_day
C22379,Delhi,Lucknow,550,Pharma,2.81,19,urgent
C22380,Bengaluru,Hyderabad,570,Industrial Goods,2.81,10,same_day
C22381,Ahmedabad,Mumbai,530,Auto Parts,0.88,7,normal
C22382,Kolkata,Bhubaneswar,440,Electronics,0.83,10,urgent
C22383,Lucknow,Delhi,550,Pharma,0.25,0,normal
C22384,Kolkata,Bhubaneswar,440,Electronics,3.12,23,normal
C22385,Kolkata,Bhubaneswar,440,FMCG,0.92,9,urgent
C22386,Bengaluru,Chennai,350,Electronics,0.5,15,urgent
C22387,Jaipur,Delhi,280,Textiles,1.52,15,normal
C22388,Bengaluru,Mumbai,980,E-commerce Parcels,1.47,1,urgent
C22389,Bhubaneswar,Kolkata,440,Furniture,2.0,0,same_day
C22390,Bhubaneswar,Kolkata,440,Electronics,2.89,15,normal
C22391,Kolkata,Bhubaneswar,440,FMCG,0.6,17,normal
C22392,Kolkata,Bhubaneswar,440,Textiles,3.51,0,normal
C22393,Lucknow,Delhi,550,E-commerce Parcels,4.45,19,normal
C22394,Kolkata,Bhubaneswar,440,E-commerce Parcels,1.33,0,normal
C22395,Delhi,Bengaluru,2150,FMCG,0.44,19,normal
C22396,Delhi,Bengaluru,2150,Textiles,0.74,14,same_day
C22397,Lucknow,Delhi,550,Industrial Goods,0.48,14,normal
C22398,Delhi,Jaipur,280,FMCG,7.2,23,normal
C22399,Mumbai,Bengaluru,980,E-commerce Parcels,0.95,14,normal
C22400,Ahmedabad,Jaipur,670,Industrial Goods,3.08,19,same_day
C22401,Jaipur,Delhi,280,Electronics,0.42,12,normal
C22402,Kolkata,Delhi,1500,Industrial Goods,0.32,18,normal
C22403,Bhubaneswar,Kolkata,440,Furniture,4.83,9,urgent
C22404,Jaipur,Ahmedabad,670,Pharma,1.13,12,normal
C22405,Mumbai,Ahmedabad,530,Industrial Goods,0.96,23,normal
C22406,Ahmedabad,Jaipur,670,Furniture,2.05,20,normal
C22407,Jaipur,Delhi,280,Pharma,1.25,5,normal
C22408,Kolkata,Bhubaneswar,440,Textiles,2.16,20,normal
C22409,Bengaluru,Mumbai,980,Industrial Goods,0.23,12,same_day
C22410,Bhubaneswar,Kolkata,440,Electronics,0.36,13,normal
C22411,Lucknow,Delhi,550,Electronics,1.23,2,normal
C22412,Delhi,Lucknow,550,Textiles,3.9,4,normal
C22413,Delhi,Bengaluru,2150,Auto Parts,0.29,7,same_day
C22414,Jaipur,Delhi,280,Furniture,1.34,8,normal
C22415,Delhi,Bengaluru,2150,Auto Parts,1.74,8,same_day
C22416,Jaipur,Delhi,280,Pharma,2.16,8,normal
C22417,Mumbai,Pune,150,Pharma,2.26,15,normal
C22418,Mumbai,Pune,150,E-commerce Parcels,6.96,23,normal
C22419,Mumbai,Bengaluru,980,Furniture,0.41,17,normal
C22420,Delhi,Jaipur,280,Furniture,3.9,18,same_day
C22421,Delhi,Kolkata,1500,FMCG,2.0,6,same_day
C22422,Delhi,Kolkata,1500,E-commerce Parcels,0.5,13,normal
C22423,Jaipur,Ahmedabad,670,Pharma,3.22,16,normal
C22424,Hyderabad,Bengaluru,570,Auto Parts,7.81,3,normal
C22425,Hyderabad,Chennai,630,Auto Parts,0.89,7,same_day
C22426,Kolkata,Bhubaneswar,440,Pharma,0.72,17,normal
C22427,Chennai,Bengaluru,350,Auto Parts,3.26,23,normal
C22428,Chennai,Hyderabad,630,Electronics,5.16,18,normal
C22429,Delhi,Lucknow,550,Furniture,1.5,1,normal
C22430,Chennai,Bengaluru,350,Pharma,0.72,13,same_day
C22431,Bengaluru,Hyderabad,570,Textiles,0.72,9,normal
C22432,Mumbai,Delhi,1400,E-commerce Parcels,3.34,23,same_day
C22433,Hyderabad,Bengaluru,570,Textiles,4.17,18,same_day
C22434,Chennai,Hyderabad,630,Textiles,1.98,15,urgent
C22435,Pune,Mumbai,150,E-commerce Parcels,0.62,6,normal
C22436,Ahmedabad,Jaipur,670,Textiles,6.3,9,normal
C22437,Ahmedabad,Jaipur,670,FMCG,2.69,22,normal
C22438,Mumbai,Bengaluru,980,Industrial Goods,1.36,20,normal
C22439,Bengaluru,Hyderabad,570,FMCG,0.52,7,normal
C22440,Lucknow,Delhi,550,E-commerce Parcels,1.81,23,normal
C22441,Jaipur,Ahmedabad,670,Textiles,3.84,2,normal
C22442,Delhi,Jaipur,280,Textiles,1.57,10,normal
C22443,Delhi,Lucknow,550,Textiles,5.82,13,same_day
C22444,Lucknow,Delhi,550,Pharma,0.33,5,normal
C22445,Mumbai,Bengaluru,980,Industrial Goods,1.15,3,normal
C22446,Chennai,Bengaluru,350,Auto Parts,0.89,2,normal
C22447,Chennai,Hyderabad,630,Furniture,0.28,19,normal
C22448,Kolkata,Delhi,1500,E-commerce Parcels,0.23,12,normal
C22449,Delhi,Mumbai,1400,Furniture,4.96,18,normal
C22450,Chennai,Bengaluru,350,Pharma,2.22,14,normal
C22451,Chennai,Bengaluru,350,Auto Parts,2.14,2,urgent
C22452,Mumbai,Pune,150,E-commerce Parcels,1.0,23,normal
C22453,Hyderabad,Bengaluru,570,Electronics,3.48,4,normal
C22454,Delhi,Kolkata,1500,E-commerce Parcels,2.93,12,normal
C22455,Ahmedabad,Jaipur,670,Furniture,3.44,8,normal
C22456,Delhi,Mumbai,1400,E-commerce Parcels,0.67,1,same_day
C22457,Bengaluru,Delhi,2150,FMCG,0.69,2,normal
C22458,Jaipur,Delhi,280,Electronics,1.11,6,normal
C22459,Chennai,Hyderabad,630,Furniture,0.94,20,normal
C22460,Ahmedabad,Mumbai,530,Pharma,4.65,10,urgent
C22461,Ahmedabad,Jaipur,670,E-commerce Parcels,4.42,20,normal
C22462,Chennai,Bengaluru,350,E-commerce Parcels,1.01,13,normal
C22463,Kolkata,Bhubaneswar,440,Electronics,5.41,11,normal
C22464,Delhi,Bengaluru,2150,E-commerce Parcels,3.61,13,urgent
C22465,Mumbai,Pune,150,Pharma,3.12,15,normal
C22466,Delhi,Mumbai,1400,Furniture,1.2,19,same_day
C22467,Hyderabad,Bengaluru,570,Pharma,0.88,23,normal
C22468,Kolkata,Bhubaneswar,440,E-commerce Parcels,1.65,8,normal
C22469,Lucknow,Delhi,550,Industrial Goods,4.39,18,normal
C22470,Delhi,Mumbai,1400,Furniture,6.02,21,normal
C22471,Delhi,Kolkata,1500,Textiles,0.77,18,normal
C22472,Hyderabad,Chennai,630,E-commerce Parcels,0.92,3,normal
C22473,Bengaluru,Chennai,350,Industrial Goods,1.01,18,normal
C22474,Delhi,Kolkata,1500,Industrial Goods,4.63,21,normal
C22475,Mumbai,Ahmedabad,530,Electronics,0.82,20,normal
C22476,Bengaluru,Delhi,2150,FMCG,1.29,17,normal
C22477,Ahmedabad,Mumbai,530,E-commerce Parcels,0.57,16,normal
C22478,Pune,Mumbai,150,Electronics,1.22,23,normal
C22479,Delhi,Jaipur,280,Auto Parts,2.87,7,normal
C22480,Delhi,Jaipur,280,Auto Parts,0.4,0,same_day
C22481,Mumbai,Delhi,1400,Electronics,2.25,6,same_day
C22482,Delhi,Lucknow,550,Furniture,0.44,1,normal
C22483,Delhi,Jaipur,280,Furniture,1.05,15,normal
C22484,Jaipur,Delhi,280,Textiles,3.29,8,normal
C22485,Jaipur,Delhi,280,Electronics,2.3,4,normal
C22486,Jaipur,Ahmedabad,670,Furniture,2.59,4,normal
C22487,Bengaluru,Mumbai,980,Pharma,3.12,0,normal
C22488,Hyderabad,Chennai,630,Auto Parts,0.42,10,normal
C22489,Mumbai,Delhi,1400,Auto Parts,0.89,16,same_day
C22490,Bengaluru,Mumbai,980,Industrial Goods,0.52,8,same_day
C22491,Jaipur,Ahmedabad,670,Auto Parts,1.01,1,normal
C22492,Bengaluru,Delhi,2150,Electronics,0.29,7,urgent
C22493,Jaipur,Delhi,280,FMCG,2.29,17,normal
C22494,Lucknow,Delhi,550,Furniture,1.03,5,same_day
C22495,Mumbai,Delhi,1400,Pharma,2.51,16,normal
C22496,Delhi,Lucknow,550,Textiles,4.31,21,normal
C22497,Ahmedabad,Mumbai,530,E-commerce Parcels,2.59,0,normal
C22498,Delhi,Bengaluru,2150,FMCG,0.23,4,normal
C22499,Mumbai,Delhi,1400,Electronics,0.78,9,normal
C22500,Delhi,Bengaluru,2150,Furniture,5.89,4,normal
C22501,Lucknow,Delhi,550,Pharma,0.96,10,urgent
C22502,Mumbai,Delhi,1400,Textiles,0.85,13,normal
C22503,Kolkata,Delhi,1500,E-commerce Parcels,1.93,0,same_day
C22504,Delhi,Kolkata,1500,Electronics,4.67,20,normal
C22505,Delhi,Jaipur,280,Auto Parts,2.02,7,same_day
C22506,Jaipur,Ahmedabad,670,FMCG,3.41,15,normal
C22507,Mumbai,Pune,150,Electronics,3.42,19,normal
C22508,Hyderabad,Bengaluru,570,Pharma,1.63,18,normal
C22509,Chennai,Bengaluru,350,Electronics,0.7,20,same_day
C22510,Mumbai,Delhi,1400,Furniture,6.18,7,normal
C22511,Bengaluru,Mumbai,980,FMCG,1.09,23,normal
C22512,Ahmedabad,Mumbai,530,Auto Parts,1.39,9,normal
C22513,Mumbai,Delhi,1400,FMCG,1.55,16,normal
C22514,Jaipur,Delhi,280,Electronics,1.22,2,normal
C22515,Lucknow,Delhi,550,FMCG,2.61,11,normal
C22516,Delhi,Kolkata,1500,FMCG,2.03,13,same_day
C22517,Hyderabad,Bengaluru,570,Industrial Goods,0.26,19,normal
C22518,Delhi,Jaipur,280,Textiles,1.82,9,normal
C22519,Kolkata,Bhubaneswar,440,Pharma,0.75,10,normal
C22520,Kolkata,Bhubaneswar,440,Textiles,1.26,22,normal
C22521,Lucknow,Delhi,550,FMCG,1.34,14,same_day
C22522,Kolkata,Delhi,1500,Industrial Goods,4.32,3,normal
C22523,Chennai,Hyderabad,630,Pharma,0.67,18,same_day
C22524,Kolkata,Delhi,1500,Industrial Goods,5.89,16,urgent
C22525,Bengaluru,Delhi,2150,Electronics,3.59,16,normal
C22526,Chennai,Hyderabad,630,Textiles,1.2,16,normal
C22527,Jaipur,Ahmedabad,670,FMCG,1.67,23,normal
C22528,Delhi,Jaipur,280,Electronics,1.59,22,normal
C22529,Mumbai,Bengaluru,980,Electronics,2.94,12,normal
C22530,Bhubaneswar,Kolkata,440,Furniture,0.26,8,normal
C22531,Mumbai,Delhi,1400,Textiles,1.69,2,same_day
C22532,Hyderabad,Chennai,630,E-commerce Parcels,0.87,11,same_day
C22533,Kolkata,Delhi,1500,Electronics,0.33,20,normal
C22534,Delhi,Kolkata,1500,Electronics,7.02,21,same_day
C22535,Jaipur,Delhi,280,Electronics,0.49,15,normal
C22536,Lucknow,Delhi,550,Electronics,0.54,5,normal
C22537,Chennai,Bengaluru,350,Auto Parts,2.93,18,normal
C22538,Hyderabad,Bengaluru,570,Pharma,1.0,13,normal
C22539,Jaipur,Ahmedabad,670,Auto Parts,1.6,12,normal
C22540,Chennai,Hyderabad,630,Furniture,2.1,9,normal
C22541,Chennai,Hyderabad,630,Furniture,0.35,2,normal
C22542,Mumbai,Delhi,1400,Industrial Goods,1.6,16,normal
C22543,Ahmedabad,Jaipur,670,Textiles,5.77,15,urgent
C22544,Kolkata,Delhi,1500,Pharma,0.24,10,normal
C22545,Delhi,Bengaluru,2150,Pharma,0.33,20,normal
C22546,Jaipur,Ahmedabad,670,E-commerce Parcels,4.57,16,normal
C22547,Bengaluru,Delhi,2150,FMCG,1.39,16,normal
C22548,Mumbai,Ahmedabad,530,Auto Parts,1.3,16,normal
C22549,Mumbai,Bengaluru,980,Auto Parts,0.57,4,normal
C22550,Pune,Mumbai,150,Textiles,2.48,3,normal
C22551,Kolkata,Delhi,1500,FMCG,2.53,21,normal
C22552,Bengaluru,Hyderabad,570,Furniture,4.26,0,normal
C22553,Chennai,Hyderabad,630,E-commerce Parcels,1.54,13,normal
C22554,Jaipur,Ahmedabad,670,Industrial Goods,2.5,10,normal
C22555,Ahmedabad,Jaipur,670,Pharma,1.25,11,normal
C22556,Bhubaneswar,Kolkata,440,Electronics,2.8,9,same_day
C22557,Kolkata,Delhi,1500,FMCG,3.51,5,normal
C22558,Ahmedabad,Jaipur,670,Textiles,2.12,5,normal
C22559,Ahmedabad,Jaipur,670,E-commerce Parcels,3.75,14,urgent
C22560,Delhi,Mumbai,1400,E-commerce Parcels,4.21,8,normal
C22561,Mumbai,Delhi,1400,Auto Parts,0.2,14,same_day
C22562,Delhi,Kolkata,1500,FMCG,1.32,0,normal
C22563,Bengaluru,Delhi,2150,E-commerce Parcels,3.91,15,normal
C22564,Bengaluru,Hyderabad,570,Auto Parts,3.74,12,normal
C22565,Hyderabad,Bengaluru,570,Pharma,0.62,10,normal
C22566,Bengaluru,Chennai,350,Pharma,1.63,0,same_day
C22567,Kolkata,Delhi,1500,Auto Parts,0.66,21,same_day
C22568,Lucknow,Delhi,550,Pharma,0.5,2,same_day
C22569,Ahmedabad,Jaipur,670,Pharma,3.34,5,same_day
C22570,Kolkata,Delhi,1500,Furniture,1.97,3,urgent
C22571,Jaipur,Ahmedabad,670,E-commerce Parcels,2.43,9,normal
C22572,Chennai,Bengaluru,350,Electronics,6.19,19,normal
C22573,Chennai,Hyderabad,630,Furniture,1.41,11,normal
C22574,Delhi,Lucknow,550,Pharma,0.26,21,normal
C22575,Chennai,Hyderabad,630,Furniture,0.37,10,normal
C22576,Delhi,Kolkata,1500,Electronics,0.98,8,normal
C22577,Delhi,Kolkata,1500,Furniture,2.41,13,normal
C22578,Lucknow,Delhi,550,Furniture,1.33,1,same_day
C22579,Jaipur,Ahmedabad,670,Pharma,5.35,15,normal
C22580,Chennai,Hyderabad,630,Pharma,3.23,3,urgent
C22581,Mumbai,Delhi,1400,Furniture,1.86,16,normal
C22582,Kolkata,Delhi,1500,Industrial Goods,1.51,10,normal
C22583,Ahmedabad,Jaipur,670,E-commerce Parcels,5.99,0,same_day
C22584,Delhi,Mumbai,1400,Electronics,0.74,17,urgent
C22585,Lucknow,Delhi,550,Industrial Goods,0.66,6,normal
C22586,Hyderabad,Chennai,630,Electronics,1.86,6,normal
C22587,Chennai,Hyderabad,630,Textiles,0.46,23,normal
C22588,Ahmedabad,Jaipur,670,Industrial Goods,0.99,15,normal
C22589,Chennai,Hyderabad,630,FMCG,0.64,21,same_day
C22590,Ahmedabad,Jaipur,670,Textiles,0.28,10,normal
C22591,Chennai,Hyderabad,630,Auto Parts,0.68,0,same_day
C22592,Mumbai,Pune,150,Electronics,2.48,4,same_day
C22593,Mumbai,Delhi,1400,E-commerce Parcels,1.04,0,normal
C22594,Bengaluru,Chennai,350,Textiles,1.06,18,same_day
C22595,Chennai,Hyderabad,630,Auto Parts,0.55,16,same_day
C22596,Bengaluru,Mumbai,980,Textiles,1.61,21,normal
C22597,Bengaluru,Delhi,2150,Pharma,4.93,18,normal
C22598,Bengaluru,Delhi,2150,Textiles,3.2,5,normal
C22599,Mumbai,Bengaluru,980,Industrial Goods,0.49,17,normal
C22600,Bhubaneswar,Kolkata,440,E-commerce Parcels,1.79,23,normal
C22601,Bengaluru,Mumbai,980,Electronics,7.04,13,urgent
C22602,Delhi,Bengaluru,2150,E-commerce Parcels,3.38,7,same_day
C22603,Delhi,Mumbai,1400,E-commerce Parcels,1.51,1,normal
C22604,Mumbai,Pune,150,E-commerce Parcels,1.5,3,urgent
C22605,Lucknow,Delhi,550,Auto Parts,0.3,13,normal
C22606,Ahmedabad,Mumbai,530,Furniture,1.79,11,urgent
C22607,Jaipur,Delhi,280,Electronics,1.05,11,normal
C22608,Ahmedabad,Jaipur,670,Industrial Goods,1.74,9,normal
C22609,Delhi,Bengaluru,2150,Textiles,2.61,9,normal
C22610,Mumbai,Pune,150,Industrial Goods,6.74,15,normal
C22611,Kolkata,Delhi,1500,Electronics,0.21,18,normal
C22612,Mumbai,Pune,150,Furniture,4.3,0,same_day
C22613,Bengaluru,Chennai,350,FMCG,6.29,6,normal
C22614,Kolkata,Bhubaneswar,440,Furniture,0.86,23,normal
C22615,Bengaluru,Chennai,350,Auto Parts,2.59,22,normal
C22616,Bengaluru,Hyderabad,570,Electronics,0.87,1,normal
C22617,Delhi,Jaipur,280,FMCG,0.22,4,normal
C22618,Chennai,Hyderabad,630,Industrial Goods,0.56,17,same_day
C22619,Jaipur,Ahmedabad,670,FMCG,0.39,6,urgent
C22620,Ahmedabad,Jaipur,670,Industrial Goods,1.04,10,same_day
C22621,Hyderabad,Chennai,630,Furniture,0.36,21,normal
C22622,Delhi,Lucknow,550,Furniture,0.26,10,normal
C22623,Mumbai,Ahmedabad,530,E-commerce Parcels,1.09,12,normal
C22624,Bengaluru,Chennai,350,Industrial Goods,1.17,21,normal
C22625,Kolkata,Bhubaneswar,440,Industrial Goods,0.37,10,normal
C22626,Kolkata,Delhi,1500,Furniture,3.98,21,normal
C22627,Bengaluru,Mumbai,980,FMCG,0.6,20,normal
C22628,Bengaluru,Hyderabad,570,E-commerce Parcels,0.21,17,normal
C22629,Kolkata,Delhi,1500,E-commerce Parcels,1.69,18,normal
C22630,Mumbai,Bengaluru,980,Electronics,4.62,18,normal
C22631,Delhi,Mumbai,1400,Industrial Goods,2.95,20,normal
C22632,Hyderabad,Chennai,630,E-commerce Parcels,1.3,3,normal
C22633,Pune,Mumbai,150,Electronics,1.23,13,normal
C22634,Chennai,Hyderabad,630,Furniture,1.83,14,same_day
C22635,Pune,Mumbai,150,Furniture,5.42,11,normal
C22636,Delhi,Kolkata,1500,FMCG,0.82,16,normal
C22637,Delhi,Kolkata,1500,Industrial Goods,2.06,23,normal
